name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Gap angle,cos(gap angle),UAV Speed,UAV Payload,Final UAV Speed
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,11.9,72.33,0,0,rain,0,0,44.30,17.10,268,1003,53.1,10,606,2.2,6,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",296,0.3308503522,25.17262422,11.36315024,32.83658832
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,9.1,60.2,0,0,rain,0,0,48.60,24.30,268,1003.9,53.1,10,439,1.6,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",201,0.8097995585,25.21179328,2.437222668,54.98847221
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,10.1,64.08,0,0,,0,0,47.20,16.60,264.4,1004,53.1,10,473,1.7,5,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",183,0.06212949779,28.00905465,10.44978991,27.87213234
"Birmingham, England, United Kingdom",6/8/2022,18,18,10,59.8,0,0,,0,0,47.90,16.30,260,1004,53.1,10,250,0.9,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",205,-0.7108209871,22.30976813,3.981423633,1.040255216
"Birmingham, England, United Kingdom",6/8/2022,17.1,17.1,10.9,66.9,0.1,100,rain,0,0,49.30,19.30,261,1004,49.1,10,258,0.9,3,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",135,0.9463267705,29.45550279,12.3397352,57.75313665
"Birmingham, England, United Kingdom",6/8/2022,18,18,11.8,67.04,0,0,rain,0,0,49.30,15.60,252,1004.9,49.1,10,719,2.6,7,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",259,0.289777789,27.06056156,8.744041415,33.81803802
"Birmingham, England, United Kingdom",6/8/2022,19.8,19.8,9.9,52.84,0.1,100,rain,0,0,50.00,22.90,260,1005,27,10,682,2.5,7,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",206,-0.9994548946,25.86203717,10.84602494,-12.23829829
"Birmingham, England, United Kingdom",6/8/2022,19.8,19.8,7.1,43.84,0,0,,0,0,46.10,19.10,270,1005,28.4,10,193,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",313,0.2012907089,21.6612691,1.662491965,27.74348805
"Birmingham, England, United Kingdom",6/8/2022,18.8,18.8,9,52.89,0,0,,0,0,47.50,16.90,278.5,1006,51.4,10,90,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",145,0.0537171539,24.68917096,13.19929466,24.10573249
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,9,59.69,0,0,,0,0,43.20,17.10,288,1007,25,10,69,0.2,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",189,-0.9859964801,29.58214576,11.11650684,-0.8436857456
"Birmingham, England, United Kingdom",6/8/2022,15.8,15.8,9,63.99,0.1,100,rain,0,0,35.30,16.80,269,1007.9,49.1,10,18,0.1,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",101,0.9981967657,29.15090444,4.451526386,54.46367358
"Birmingham, England, United Kingdom",6/8/2022,14.8,14.8,10,72.79,0,0,,0,0,25.20,9.00,257.4,1008,25,10,9,0,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX,AU757",6,-0.2277034173,24.33317947,3.527329647,20.17955067
"Birmingham, England, United Kingdom",6/8/2022,13.8,13.8,9,72.78,0,0,,0,0,22.30,11.60,259,1009,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",315,-0.9612629164,22.29247067,7.701223141,4.273796582
"Birmingham, England, United Kingdom",6/9/2022,12.9,12.9,8.9,77.03,0,0,,0,0,25.60,11.30,249,1009,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",147,-0.9915208992,27.65045373,12.20270034,7.419575073
"Birmingham, England, United Kingdom",6/9/2022,12.8,12.8,9.9,82.37,0,0,,0,0,26.30,10.10,254.1,1010,0,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",307,-0.9996343585,28.228615,5.753246701,10.03001843
"Birmingham, England, United Kingdom",6/9/2022,11.8,11.8,9.8,87.76,0,0,,0,0,22.70,8.20,221,1010,18.5,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",255,-0.4323887655,21.44579956,2.224947141,14.96142311
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,9.8,93.32,0,0,,0,0,18.00,7.80,239,1010.9,7.2,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",67,0.9782398586,21.00204474,1.563839904,33.11481045
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,9.8,93.32,0,0,,0,0,18.00,8.00,246.1,1011,100,10,0,,0,10,Overcast,cloudy,"EGBB,EGOS,EGNX",197,-0.8898225122,23.44771106,3.004998246,11.58287846
"Birmingham, England, United Kingdom",6/9/2022,9.8,8.6,9.8,99.38,0,0,,0,0,18.00,9.40,240,1011,50,10,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",174,-0.3696672623,24.08031805,9.769979485,17.26038438
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,10,93.78,0,0,,0,0,17.60,10.90,239,1012,99.4,10,58,0.2,1,10,Overcast,cloudy,"EGBB,EGOS,AU757",194,0.9104535032,25.2154809,13.23767157,37.19256215
"Birmingham, England, United Kingdom",6/9/2022,12.8,12.8,9.9,82.44,0,0,,0,0,23.00,9.00,239.6,1012.9,88.6,10,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",326,0.08489703188,22.93391132,1.534672727,23.98470061
"Birmingham, England, United Kingdom",6/9/2022,13,13,9.9,81.81,0,0,,0,0,30.60,11.40,229,1013,52.4,10,350,1.3,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",257,-0.9321219835,27.43873115,13.00159889,6.81854828
"Birmingham, England, United Kingdom",6/9/2022,14,14,9.9,76.19,0,0,,0,0,38.90,13.50,231,1013.9,52.4,10,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",85,0.7821760767,26.62580131,1.237930497,45.0894114
"Birmingham, England, United Kingdom",6/9/2022,15,15,10,72.03,0,0,,0,0,39.20,15.20,252.7,1014,88,10,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,AU757",36,-0.1912989719,21.85379653,2.243337671,16.61699026
"Birmingham, England, United Kingdom",6/9/2022,16.8,16.8,9.9,63.61,0,0,,0,0,37.80,17.50,249,1014,86.7,10,303,1.1,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",348,-0.7266922303,21.74710043,5.948145297,0.8333548993
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,9.9,67.61,0,0,,0,0,43.90,15.50,229,1014,51.4,10,408,1.5,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",129,-0.5302027006,21.33593041,14.19682279,4.883730583
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,9,63.76,0.1,100,rain,0,0,43.90,18.80,255,1014.9,50.6,10,255,0.9,3,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",102,0.6915420377,28.36389807,8.971055626,47.77435617
"Birmingham, England, United Kingdom",6/9/2022,15,15,11.8,81.02,0.1,100,rain,0,0,38.90,15.50,210,1014.9,85.1,10,204,0.7,2,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",15,0.2095375039,20.78744588,8.227770276,25.07138296
"Birmingham, England, United Kingdom",6/9/2022,15,15,12.7,86.12,0,0,,0,0,40.70,15.70,183,1014.9,96.1,7.2,216,0.8,2,10,Overcast,cloudy,"EGBB,EGOS,EGNX,AU757",161,0.6181017745,25.56346399,14.80335284,39.46172593
"Birmingham, England, United Kingdom",6/9/2022,15,15,12.8,86.7,0,0,,0,0,40.30,15.70,182,1014.9,88,10,192,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",346,0.62935967,26.26828961,6.203911533,41.83481592
"Birmingham, England, United Kingdom",6/9/2022,16.9,16.9,12.8,77.11,0,0,,0,0,33.10,17.20,181,1014,88,10,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",223,-0.9948523567,26.5256622,1.834610687,0.2975049374
"Birmingham, England, United Kingdom",6/9/2022,18.8,18.8,12.9,68.66,0,0,,0,0,36.40,19.10,180,1013.9,86.2,10,206,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",140,-0.6033610789,29.74509559,10.80626745,10.21402251
"Birmingham, England, United Kingdom",6/9/2022,17.9,17.9,12.9,72.52,0,0,rain,0,0,42.50,13.90,180,1013.9,88,10,91,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",332,-0.9895464486,25.27628944,1.82331983,-0.0146082992
"Birmingham, England, United Kingdom",6/9/2022,17,17,13.9,82.01,0,0,,0,0,50.40,18.90,181,1013.9,88,10,63,0.2,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",29,-0.9476801404,22.11159236,1.978706499,-8.844076142
"Birmingham, England, United Kingdom",6/9/2022,16,16,13.9,87.46,0,0,,0,0,40.00,15.20,181,1014,83.7,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",348,-0.7266922303,20.03788677,9.308444238,-0.01243956934
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,14.8,92.87,0,0,,0,0,33.10,13.30,203.5,1014,86.6,10,7,0,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX,AU757",318,0.381381847,29.40775445,9.211811096,36.0447038
"Birmingham, England, United Kingdom",6/9/2022,14.9,14.9,14.7,98.73,0,0,,0,0,32.80,8.30,190,1014.9,26.2,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",195,0.3869000381,29.67136232,8.354594884,34.61835742
"Birmingham, England, United Kingdom",6/10/2022,14,14,11,82.13,0,0,,0,0,32.00,16.60,210,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,EGOS,187,0.0908506772,21.99392253,13.05597984,22.36392933
"Birmingham, England, United Kingdom",6/10/2022,14,14,12.8,93.04,0,0,,0,0,28.40,11.50,222.6,1014.9,66.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",239,-0.8722200096,28.54580408,11.62340148,9.689362108
"Birmingham, England, United Kingdom",6/10/2022,12.1,12.1,11.8,98.1,0,0,,0,0,28.80,4.60,204,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",249,-0.77954404,25.78216277,8.625519097,14.71927273
"Birmingham, England, United Kingdom",6/10/2022,13,13,12.7,98.41,0,0,,0,0,26.30,7.70,200,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",232,-0.8565085739,22.38763621,9.332254851,8.385141661
"Birmingham, England, United Kingdom",6/10/2022,13.8,13.8,12.8,93.47,0,0,,0,0,25.90,10.00,189,1015.9,85,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",128,0.1871618391,29.35953392,14.09234384,29.767144
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,99,0,0,,0,0,22.70,9.80,181,1015.9,25.9,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",152,0.8944260154,29.50357717,1.929794224,43.31044454
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,98.77,0,0,,0,0,22.00,8.60,173,1016,49.1,9.1,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",159,0.8310781693,23.23207567,11.96136457,33.40855313
"Birmingham, England, United Kingdom",6/10/2022,13.9,13.9,12.8,92.7,0,0,,0,0,32.00,13.00,216,1016,25.9,10,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",85,0.7821760767,22.16069111,4.870338456,38.29240558
"Birmingham, England, United Kingdom",6/10/2022,15,15,12.8,86.9,0,0,,0,0,37.80,15.50,211,1016.9,48,10,133,0.5,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",279,0.454431264,23.65585413,14.19056531,33.04803089
"Birmingham, England, United Kingdom",6/10/2022,15.9,15.9,11.6,75.15,0,0,,0,0,42.50,15.50,219,1016.8,82,10,386,1.4,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757,EGWC",204,-0.04353922027,25.91344913,10.90122742,22.86127044
"Birmingham, England, United Kingdom",6/10/2022,16.4,16.4,10.4,67.64,0,0,,0,0,45.00,17.30,238.2,1017,52.9,24.1,629,2.3,6,10,Partially cloudy,partly-cloudy-day,,65,-0.1320357991,26.19020406,11.87246779,20.24661446
"Birmingham, England, United Kingdom",6/10/2022,17.7,17.7,9.3,57.86,0,0,rain,0,0,45.70,18.00,234.6,1017,68,24.1,441,1.6,4,10,Partially cloudy,partly-cloudy-day,,347,-0.06633405273,27.02066575,12.34145722,22.79408304
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,8.3,50.16,0,0,,0,0,47.50,18.70,227.6,1017,86.9,24.1,219,0.8,2,10,Partially cloudy,partly-cloudy-day,,354,0.8343873227,24.70251986,11.8697478,48.93300299
"Birmingham, England, United Kingdom",6/10/2022,19.4,19.4,8.2,48.29,0,0,rain,0,0,50.40,19.80,230.1,1017,53.7,24.1,272,1,3,10,Partially cloudy,partly-cloudy-day,,352,0.6133924313,21.67919311,7.590152602,40.98173116
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,6.5,40.66,0,0,,0,0,50.00,19.40,231.4,1016,87.4,24.1,418,1.5,4,10,Partially cloudy,partly-cloudy-day,,169,0.8263622644,22.97397099,13.62028669,47.951332
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,7,42.08,0,0,,0,0,54.70,22.30,227.6,1016,76.2,24.1,431,1.6,4,10,Partially cloudy,partly-cloudy-day,,109,0.9698386343,25.15737791,3.081775362,60.43241243
"Birmingham, England, United Kingdom",6/10/2022,20.5,20.5,6.2,39.34,0,0,,0,0,54.70,22.00,229.6,1016,55.8,24.1,775,2.8,8,10,Partially cloudy,partly-cloudy-day,,225,0.02493385353,25.10798294,6.654261862,24.90685275
"Birmingham, England, United Kingdom",6/10/2022,19.6,19.6,7.1,44.25,0,0,,0,0,55.80,21.20,230.6,1016,58.3,24.1,586,2.1,6,10,Partially cloudy,partly-cloudy-day,,98,-0.5732575556,23.73676072,14.23336872,0.7905452102
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,6.9,45.59,0,0,,0,0,52.60,19.10,238.3,1017,59.7,24.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,,225,0.02493385353,20.8411301,9.540806005,20.34193732
"Birmingham, England, United Kingdom",6/10/2022,18,18,6.5,46.93,0,0,,0,0,47.50,18.00,241.6,1017,13.9,24.1,365,1.3,4,10,Clear,clear-day,,193,0.9490166877,20.01885011,10.09877733,47.78936626
"Birmingham, England, United Kingdom",6/10/2022,17,17,6.3,49.3,0,0,,0,0,45.00,16.90,237.9,1017,4.5,24.1,209,0.8,2,10,Clear,clear-day,,261,0.976456839,24.71836794,3.081432394,52.44491315
"Birmingham, England, United Kingdom",6/10/2022,15.6,15.6,7.7,59.33,0,0,,0,0,41.80,14.40,236.1,1017,0.8,24.1,70,0.3,1,10,Clear,clear-day,,333,-0.8239822871,20.13480132,12.0562599,-2.54508077
"Birmingham, England, United Kingdom",6/10/2022,14.2,14.2,8.2,67.18,0,0,,0,0,34.60,12.60,234.5,1017,2.8,24.1,3,0,0,10,Clear,clear-night,,268,0.6704499692,27.44668398,5.153350647,41.14519867
"Birmingham, England, United Kingdom",6/10/2022,13.1,13.1,8.5,73.64,0,0,,0,0,30.20,11.90,224.5,1018,0,24.1,0,,0,10,Clear,clear-night,,267,-0.01229635263,24.87548302,13.36918686,22.41290545
name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,NA,NA,21.01490182,2.473907687,#VALUE!
"Birmingham, England, United Kingdom",6/10/2022,14,14,11,82.13,0,0,,0,0,32.00,16.60,210,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,EGOS,153,0.3523063724,21.05998348,14.94390803,27.82027297
"Birmingham, England, United Kingdom",6/10/2022,14,14,12.8,93.04,0,0,,0,0,28.40,11.50,222.6,1014.9,66.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",129,-0.5302027006,20.20043367,5.487917195,9.343598015
"Birmingham, England, United Kingdom",6/10/2022,12.1,12.1,11.8,98.1,0,0,,0,0,28.80,4.60,204,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",352,0.6133924313,22.5606316,7.493128674,28.97201418
"Birmingham, England, United Kingdom",6/10/2022,13,13,12.7,98.41,0,0,,0,0,26.30,7.70,200,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",60,0.6641741462,24.62037715,4.087268211,33.72758081
"Birmingham, England, United Kingdom",6/10/2022,13.8,13.8,12.8,93.47,0,0,,0,0,25.90,10.00,189,1015.9,85,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",208,-0.1093734253,25.43681923,3.135298103,23.05504956
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,99,0,0,,0,0,22.70,9.80,181,1015.9,25.9,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",252,0.9751501391,21.67487352,12.95594801,35.26955023
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,98.77,0,0,,0,0,22.00,8.60,173,1016,49.1,9.1,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",97,-0.9773570236,29.38934908,7.618068243,13.75044283
"Birmingham, England, United Kingdom",6/10/2022,13.9,13.9,12.8,92.7,0,0,,0,0,32.00,13.00,216,1016,25.9,10,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",22,-0.7461770648,29.63175219,0.2268449188,13.51125674
"Birmingham, England, United Kingdom",6/10/2022,15,15,12.8,86.59,0,0,,0,0,37.80,15.50,211,1016.9,48,10,133,0.5,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGBJ,EGNX,AU757",208,-0.1093734253,29.17895824,14.85367376,23.49036867
"Birmingham, England, United Kingdom",6/10/2022,16,16,11.6,75.21,0,0,,0,0,42.50,15.50,219,1016.8,81.1,10,386,1.4,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGBJ,EGNX,AU757,EGWC",175,0.3601800196,26.17604653,10.05724083,34.09094956
"Birmingham, England, United Kingdom",6/10/2022,16.4,16.4,10.4,67.64,0,0,,0,0,45.00,17.30,238.2,1017,52.9,24.1,629,2.3,6,10,Partially cloudy,partly-cloudy-day,,87,-0.5613968016,28.36059077,8.66229113,10.26541163
"Birmingham, England, United Kingdom",6/10/2022,17.7,17.7,9.3,57.86,0,0,rain,0,0,45.70,18.00,234.6,1017,68,24.1,441,1.6,4,10,Partially cloudy,partly-cloudy-day,,113,-0.9213045621,24.36512642,14.62985396,-5.836488907
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,8.3,50.16,0,0,,0,0,47.50,18.70,227.6,1017,86.9,24.1,219,0.8,2,10,Partially cloudy,partly-cloudy-day,,315,-0.9612629164,22.42867909,10.0116805,-9.235231636
"Birmingham, England, United Kingdom",6/10/2022,19.4,19.4,8.2,48.29,0,0,rain,0,0,50.40,19.80,230.1,1017,53.7,24.1,272,1,3,10,Partially cloudy,partly-cloudy-day,,95,-0.2857427447,29.86535699,6.402206992,19.08774608
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,6.5,40.66,0,0,,0,0,50.00,19.40,231.4,1016,87.4,24.1,418,1.5,4,10,Partially cloudy,partly-cloudy-day,,166,-0.07229644329,25.66417417,14.95263253,20.73814578
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,7,42.08,0,0,,0,0,54.70,22.30,227.6,1016,76.2,24.1,431,1.6,4,10,Partially cloudy,partly-cloudy-day,,223,-0.9948523567,29.28098077,9.829864454,-9.352901635
"Birmingham, England, United Kingdom",6/10/2022,20.5,20.5,6.2,39.34,0,0,,0,0,54.70,22.00,229.6,1016,55.8,24.1,775,2.8,8,10,Partially cloudy,partly-cloudy-day,,150,0.5143273058,22.19357735,11.82427785,39.27104276
"Birmingham, England, United Kingdom",6/10/2022,19.6,19.6,7.1,44.25,0,0,,0,0,55.80,21.20,230.6,1016,58.3,24.1,586,2.1,6,10,Partially cloudy,partly-cloudy-day,,71,-0.9351404708,24.40823447,9.933979016,-10.96559758
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,6.9,45.59,0,0,,0,0,52.60,19.10,238.3,1017,59.7,24.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,,178,0.5070826011,26.24231515,7.444888365,41.74673818
"Birmingham, England, United Kingdom",6/10/2022,18,18,6.5,46.93,0,0,,0,0,47.50,18.00,241.6,1017,13.9,24.1,365,1.3,4,10,Clear,clear-day,,140,-0.6033610789,25.35170153,12.3602498,4.749999165
"Birmingham, England, United Kingdom",6/10/2022,17,17,6.3,49.3,0,0,,0,0,45.00,16.90,237.9,1017,4.5,24.1,209,0.8,2,10,Clear,clear-day,,97,-0.9773570236,23.67421196,4.325481506,-5.268831131
"Birmingham, England, United Kingdom",6/10/2022,15.6,15.6,7.7,59.33,0,0,,0,0,41.80,14.40,236.1,1017,0.8,24.1,70,0.3,1,10,Clear,clear-day,,98,-0.5732575556,22.02592597,1.858869225,7.100118604
"Birmingham, England, United Kingdom",6/10/2022,14.2,14.2,8.2,67.18,0,0,,0,0,34.60,12.60,234.5,1017,2.8,24.1,3,0,0,10,Clear,clear-night,,211,0.8467520985,28.69657032,13.71778912,44.56381016
"Birmingham, England, United Kingdom",6/10/2022,13.1,13.1,8.5,73.64,0,0,,0,0,30.20,11.90,224.5,1018,0,24.1,0,,0,10,Clear,clear-night,,203,0.6469354922,27.94005534,4.511688623,40.01474505
"Birmingham, England, United Kingdom",6/11/2022,12.2,12.2,9.2,81.9,0,0,,0,0,29.50,12.60,222.3,1018,32.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,91,0.4285858974,28.2737376,1.416834729,36.78263897
"Birmingham, England, United Kingdom",6/11/2022,11.8,11.8,9.7,86.96,0,0,,0,0,29.90,11.50,218.2,1018,39.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,183,0.06212949779,28.03959663,8.636480454,27.6356649
"Birmingham, England, United Kingdom",6/11/2022,11.5,11.5,10,90.5,0,0,,0,0,28.40,11.90,214.9,1018,55.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,239,-0.8722200096,27.18453673,1.922640863,9.842761688
"Birmingham, England, United Kingdom",6/11/2022,11.5,11.5,10.2,91.72,0,0,,0,0,29.90,12.20,216.5,1019,62.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,318,0.381381847,28.37641818,7.935914932,34.57269814
"Birmingham, England, United Kingdom",6/11/2022,11.6,11.6,10.2,91.12,0,0,,0,0,29.90,11.90,217.8,1018,72.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,178,0.5070826011,28.79031492,6.17609689,37.68740695
"Birmingham, England, United Kingdom",6/11/2022,11.6,11.6,10.4,92.34,0,0,,0,0,29.50,12.20,209.7,1019,59.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-day,,269,0.9960537049,25.52129286,7.442269101,44.25237787
"Birmingham, England, United Kingdom",6/11/2022,11.7,11.7,10.7,93.59,0,0,,0,0,32.40,13.30,211.8,1019,82.2,24.1,13,0,0,10,Partially cloudy,partly-cloudy-day,,98,-0.5732575556,28.11666904,8.830689527,13.8779085
"Birmingham, England, United Kingdom",6/11/2022,12.4,12.4,10.7,89.37,0,0,,0,0,43.20,17.30,220.1,1019,77.7,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-day,,71,-0.9351404708,27.85420701,7.683824802,-0.5369286351
"Birmingham, England, United Kingdom",6/11/2022,13.5,13.5,10.3,80.98,0,33.3,,0,0,43.60,16.90,229.4,1020,59.1,24.1,114,0.4,1,10,Partially cloudy,partly-cloudy-day,,29,-0.9476801404,22.61536077,7.723963217,-5.597179755
"Birmingham, England, United Kingdom",6/11/2022,14.9,14.9,9.5,70.1,0,33.3,,0,0,45.00,17.60,235.2,1020,49,24.1,218,0.8,2,10,Partially cloudy,partly-cloudy-day,,96,-0.8608273156,25.50422888,8.795651609,-1.484753321
"Birmingham, England, United Kingdom",6/11/2022,16.4,16.4,8.8,60.75,0,33.3,,0,0,48.60,19.10,236.7,1020,63.2,24.1,381,1.4,4,10,Partially cloudy,partly-cloudy-day,,80,-0.9969063678,22.44209753,4.048979562,-10.14074515
"Birmingham, England, United Kingdom",6/11/2022,17.9,17.9,8.2,53.04,0,33.3,,0,0,51.50,20.20,236.3,1020,69.2,24.1,343,1.2,3,10,Partially cloudy,partly-cloudy-day,,272,-0.5494195852,26.0070978,10.28069266,5.57150202
"Birmingham, England, United Kingdom",6/11/2022,18.5,18.5,7.6,49.04,0,33.3,,0,0,53.30,20.90,236.9,1020,58.1,24.1,449,1.6,4,10,Partially cloudy,partly-cloudy-day,,150,0.5143273058,21.89546093,6.984732557,38.94483666
"Birmingham, England, United Kingdom",6/11/2022,19.3,19.3,7.3,45.7,0,33.3,rain,0,0,55.40,22.00,238.5,1020,65.4,24.1,855,3.1,9,10,Partially cloudy,partly-cloudy-day,,249,-0.77954404,25.35523642,11.54576152,-5.277309574
"Birmingham, England, United Kingdom",6/11/2022,19.6,19.6,7.5,45.48,0,57.1,rain,0,0,56.50,22.30,238.9,1020,69.7,24.1,528,1.9,5,10,"Rain, Partially cloudy",rain,,241,-0.5544036162,20.10333826,12.37293654,-2.281625619
"Birmingham, England, United Kingdom",6/11/2022,19.5,19.5,7.6,46.07,0,57.1,rain,0,0,58.70,23.40,243.2,1020,67.6,24.1,831,3,8,10,"Rain, Partially cloudy",rain,,111,0.3172243595,29.58825824,1.174643728,41.75146436
"Birmingham, England, United Kingdom",6/11/2022,19.4,19.4,7.7,46.68,0,57.1,rain,0,0,58.70,23.00,245,1020,99.3,24.1,479,1.7,5,10,"Rain, Overcast",rain,,125,0.6533380441,25.56303632,12.18365692,48.75324319
"Birmingham, England, United Kingdom",6/11/2022,19,19,8.1,49.18,0,57.1,rain,0,0,58.30,22.00,246.4,1020,100,24.1,643,2.3,6,10,"Rain, Overcast",rain,,304,0.5999957942,27.37511466,6.124735143,48.79691329
